Sample in Buffer,Sample in Window,TRIGGER,ad_in_IBUF[7:0],FRE1_index[15:0]
1308,1308,0,124,100
1309,1309,0,124,100
1310,1310,0,124,100
1311,1311,0,124,100
1312,1312,0,124,100
1313,1313,0,124,100
1314,1314,0,124,100
1315,1315,0,124,100
1316,1316,0,124,100
1317,1317,0,124,100
1318,1318,0,124,100
1319,1319,0,124,100
1320,1320,0,124,100
1321,1321,0,124,100
1322,1322,0,124,100
1323,1323,0,124,100
1324,1324,0,124,100
1325,1325,0,124,100
1326,1326,0,124,100
1327,1327,0,124,100
1328,1328,0,124,100
1329,1329,0,124,100
1330,1330,0,124,100
1331,1331,0,124,100
1332,1332,0,124,100
1333,1333,0,124,100
1334,1334,0,124,100
1335,1335,0,124,100
1336,1336,0,124,100
1337,1337,0,124,100
1338,1338,0,124,100
1339,1339,0,124,100
1340,1340,0,124,100
1341,1341,0,124,100
1342,1342,0,124,100
1343,1343,0,124,100
1344,1344,0,124,100
1345,1345,0,124,100
1346,1346,0,124,100
1347,1347,0,124,100
1348,1348,0,124,100
1349,1349,0,124,100
1350,1350,0,124,100
1351,1351,0,124,100
1352,1352,0,124,100
1353,1353,0,124,100
1354,1354,0,124,100
1355,1355,0,124,100
1356,1356,0,124,100
1357,1357,0,124,100
1358,1358,0,124,100
1359,1359,0,124,100
1360,1360,0,124,100
1361,1361,0,124,100
1362,1362,0,124,100
1363,1363,0,124,100
1364,1364,0,124,100
1365,1365,0,124,100
1366,1366,0,124,100
1367,1367,0,124,100
1368,1368,0,124,100
1369,1369,0,124,100
1370,1370,0,124,100
1371,1371,0,124,100
1372,1372,0,124,100
1373,1373,0,124,100
1374,1374,0,124,100
1375,1375,0,124,100
1376,1376,0,124,100
1377,1377,0,124,100
1378,1378,0,124,100
1379,1379,0,124,100
1380,1380,0,124,100
1381,1381,0,124,100
1382,1382,0,124,100
1383,1383,0,124,100
1384,1384,0,124,100
1385,1385,0,124,100
1386,1386,0,124,100
1387,1387,0,124,100
1388,1388,0,124,100
1389,1389,0,124,100
1390,1390,0,124,100
1391,1391,0,124,100
1392,1392,0,124,100
1393,1393,0,124,100
1394,1394,0,124,100
1395,1395,0,124,100
1396,1396,0,124,100
1397,1397,0,124,100
1398,1398,0,124,100
1399,1399,0,124,100
1400,1400,0,124,100
1401,1401,0,124,100
1402,1402,0,124,100
1403,1403,0,124,100
1404,1404,0,124,100
1405,1405,0,124,100
1406,1406,0,124,100
1407,1407,0,124,100
1408,1408,0,124,100
1409,1409,0,124,100
1410,1410,0,124,100
1411,1411,0,124,100
1412,1412,0,124,100
1413,1413,0,124,100
1414,1414,0,124,100
1415,1415,0,124,100
1416,1416,0,124,100
1417,1417,0,124,100
1418,1418,0,124,100
1419,1419,0,124,100
1420,1420,0,124,100
1421,1421,0,124,100
1422,1422,0,124,100
1423,1423,0,124,100
1424,1424,0,124,100
1425,1425,0,124,100
1426,1426,0,124,100
1427,1427,0,124,100
1428,1428,0,124,100
1429,1429,0,124,100
1430,1430,0,124,100
1431,1431,0,124,100
1432,1432,0,124,100
1433,1433,0,124,100
1434,1434,0,124,100
1435,1435,0,124,100
1436,1436,0,124,100
1437,1437,0,124,100
1438,1438,0,124,100
1439,1439,0,124,100
1440,1440,0,124,100
1441,1441,0,124,100
1442,1442,0,124,100
1443,1443,0,124,100
1444,1444,0,124,100
1445,1445,0,124,100
1446,1446,0,124,100
1447,1447,0,124,100
1448,1448,0,124,100
1449,1449,0,124,100
1450,1450,0,124,100
1451,1451,0,124,100
1452,1452,0,124,100
1453,1453,0,124,100
1454,1454,0,124,100
1455,1455,0,124,100
1456,1456,0,124,100
1457,1457,0,124,100
1458,1458,0,124,100
1459,1459,0,124,100
1460,1460,0,124,100
1461,1461,0,124,100
1462,1462,0,124,100
1463,1463,0,124,100
1464,1464,0,124,100
1465,1465,0,124,100
1466,1466,0,124,100
1467,1467,0,124,100
1468,1468,0,124,100
1469,1469,0,124,100
1470,1470,0,124,100
1471,1471,0,124,100
1472,1472,0,124,100
1473,1473,0,124,100
1474,1474,0,124,100
1475,1475,0,124,100
1476,1476,0,124,100
1477,1477,0,124,100
1478,1478,0,124,100
1479,1479,0,124,100
1480,1480,0,124,100
1481,1481,0,124,100
1482,1482,0,124,100
1483,1483,0,124,100
1484,1484,0,124,100
1485,1485,0,124,100
1486,1486,0,124,100
1487,1487,0,124,100
1488,1488,0,124,100
1489,1489,0,124,100
1490,1490,0,124,100
1491,1491,0,124,100
1492,1492,0,124,100
1493,1493,0,124,100
1494,1494,0,124,100
1495,1495,0,124,100
1496,1496,0,124,100
1497,1497,0,124,100
1498,1498,0,124,100
1499,1499,0,124,100
1500,1500,0,124,100
1501,1501,0,124,100
1502,1502,0,124,100
1503,1503,0,124,100
1504,1504,0,124,100
1505,1505,0,124,100
1506,1506,0,124,100
1507,1507,0,124,100
1508,1508,0,124,100
1509,1509,0,124,100
1510,1510,0,124,100
1511,1511,0,124,100
1512,1512,0,124,100
1513,1513,0,124,100
1514,1514,0,124,100
1515,1515,0,124,100
1516,1516,0,124,100
1517,1517,0,124,100
1518,1518,0,124,100
1519,1519,0,124,100
1520,1520,0,124,100
1521,1521,0,124,100
1522,1522,0,124,100
1523,1523,0,124,100
1524,1524,0,124,100
1525,1525,0,124,100
1526,1526,0,124,100
1527,1527,0,124,100
1528,1528,0,124,100
1529,1529,0,124,100
1530,1530,0,124,100
1531,1531,0,124,100
1532,1532,0,124,100
1533,1533,0,124,100
1534,1534,0,124,100
1535,1535,0,124,100
1536,1536,0,124,100
1537,1537,0,124,100
1538,1538,0,124,100
1539,1539,0,124,100
1540,1540,0,124,100
1541,1541,0,124,100
1542,1542,0,124,100
1543,1543,0,124,100
1544,1544,0,124,100
1545,1545,0,124,100
1546,1546,0,124,100
1547,1547,0,124,100
1548,1548,0,124,100
1549,1549,0,124,100
1550,1550,0,124,100
1551,1551,0,124,100
1552,1552,0,124,100
1553,1553,0,124,100
1554,1554,0,124,100
1555,1555,0,124,100
1556,1556,0,124,100
1557,1557,0,124,100
1558,1558,0,124,100
1559,1559,0,124,100
1560,1560,0,124,100
1561,1561,0,124,100
1562,1562,0,124,100
1563,1563,0,124,100
1564,1564,0,124,100
1565,1565,0,124,100
1566,1566,0,124,100
1567,1567,0,124,100
1568,1568,0,124,100
1569,1569,0,124,100
1570,1570,0,124,100
1571,1571,0,124,100
1572,1572,0,124,100
1573,1573,0,124,100
1574,1574,0,124,100
1575,1575,0,124,100
1576,1576,0,124,100
1577,1577,0,124,100
1578,1578,0,124,100
1579,1579,0,124,100
1580,1580,0,124,100
1581,1581,0,124,100
1582,1582,0,124,100
1583,1583,0,124,100
1584,1584,0,124,100
1585,1585,0,124,100
1586,1586,0,124,100
1587,1587,0,124,100
1588,1588,0,124,100
1589,1589,0,124,100
1590,1590,0,124,100
1591,1591,0,124,100
1592,1592,0,124,100
1593,1593,0,124,100
1594,1594,0,124,100
1595,1595,0,124,100
1596,1596,0,124,100
1597,1597,0,124,100
1598,1598,0,124,100
1599,1599,0,124,100
1600,1600,0,124,100
1601,1601,0,124,100
1602,1602,0,124,100
1603,1603,0,124,100
1604,1604,0,124,100
1605,1605,0,124,100
1606,1606,0,124,100
1607,1607,0,124,100
1608,1608,0,124,100
1609,1609,0,124,100
1610,1610,0,124,100
1611,1611,0,124,100
1612,1612,0,124,100
1613,1613,0,124,100
1614,1614,0,124,100
1615,1615,0,124,100
1616,1616,0,124,100
1617,1617,0,124,100
1618,1618,0,124,100
1619,1619,0,124,100
1620,1620,0,124,100
1621,1621,0,124,100
1622,1622,0,124,100
1623,1623,0,124,100
1624,1624,0,124,100
1625,1625,0,124,100
1626,1626,0,124,100
1627,1627,0,124,100
1628,1628,0,124,100
1629,1629,0,124,100
1630,1630,0,124,100
1631,1631,0,124,100
1632,1632,0,124,100
1633,1633,0,124,100
1634,1634,0,124,100
1635,1635,0,124,100
1636,1636,0,124,100
1637,1637,0,124,100
1638,1638,0,124,100
1639,1639,0,124,100
1640,1640,0,124,100
1641,1641,0,124,100
1642,1642,0,124,100
1643,1643,0,124,100
1644,1644,0,124,100
1645,1645,0,124,100
1646,1646,0,124,100
1647,1647,0,124,100
1648,1648,0,124,100
1649,1649,0,124,100
1650,1650,0,124,100
1651,1651,0,124,100
1652,1652,0,124,100
1653,1653,0,124,100
1654,1654,0,124,100
1655,1655,0,124,100
1656,1656,0,124,100
1657,1657,0,124,100
1658,1658,0,124,100
1659,1659,0,124,100
1660,1660,0,124,100
1661,1661,0,124,100
1662,1662,0,124,100
1663,1663,0,124,100
1664,1664,0,124,100
1665,1665,0,124,100
1666,1666,0,124,100
1667,1667,0,124,100
1668,1668,0,124,100
1669,1669,0,124,100
1670,1670,0,124,100
1671,1671,0,124,100
1672,1672,0,124,100
1673,1673,0,124,100
1674,1674,0,124,100
1675,1675,0,124,100
1676,1676,0,124,100
1677,1677,0,124,100
1678,1678,0,124,100
1679,1679,0,124,100
1680,1680,0,124,100
1681,1681,0,124,100
1682,1682,0,124,100
1683,1683,0,124,100
1684,1684,0,124,100
1685,1685,0,124,100
1686,1686,0,124,100
1687,1687,0,124,100
1688,1688,0,124,100
1689,1689,0,124,100
1690,1690,0,124,100
1691,1691,0,124,100
1692,1692,0,124,100
1693,1693,0,124,100
1694,1694,0,124,100
1695,1695,0,124,100
1696,1696,0,124,100
1697,1697,0,124,100
1698,1698,0,124,100
1699,1699,0,124,100
1700,1700,0,124,100
1701,1701,0,124,100
1702,1702,0,124,100
1703,1703,0,124,100
1704,1704,0,124,100
1705,1705,0,124,100
1706,1706,0,124,100
1707,1707,0,124,100
1708,1708,0,124,100
1709,1709,0,124,100
1710,1710,0,124,100
1711,1711,0,124,100
1712,1712,0,124,100
1713,1713,0,124,100
1714,1714,0,124,100
1715,1715,0,124,100
1716,1716,0,124,100
1717,1717,0,124,100
1718,1718,0,124,100
1719,1719,0,124,100
1720,1720,0,124,100
1721,1721,0,124,100
1722,1722,0,124,100
1723,1723,0,124,100
1724,1724,0,124,100
1725,1725,0,124,100
1726,1726,0,124,100
1727,1727,0,124,100
1728,1728,0,124,100
1729,1729,0,124,100
1730,1730,0,124,100
1731,1731,0,124,100
1732,1732,0,124,100
1733,1733,0,124,100
1734,1734,0,124,100
1735,1735,0,124,100
1736,1736,0,124,100
1737,1737,0,124,100
1738,1738,0,124,100
1739,1739,0,124,100
1740,1740,0,124,100
1741,1741,0,124,100
1742,1742,0,124,100
1743,1743,0,124,100
1744,1744,0,124,100
1745,1745,0,124,100
1746,1746,0,124,100
1747,1747,0,124,100
1748,1748,0,124,100
1749,1749,0,124,100
1750,1750,0,124,100
1751,1751,0,124,100
1752,1752,0,124,100
1753,1753,0,124,100
1754,1754,0,124,100
1755,1755,0,124,100
1756,1756,0,124,100
1757,1757,0,124,100
1758,1758,0,124,100
1759,1759,0,124,100
1760,1760,0,124,100
1761,1761,0,124,100
1762,1762,0,124,100
1763,1763,0,124,100
1764,1764,0,124,100
1765,1765,0,124,100
1766,1766,0,124,100
1767,1767,0,124,100
1768,1768,0,124,100
1769,1769,0,124,100
1770,1770,0,124,100
1771,1771,0,124,100
1772,1772,0,124,100
1773,1773,0,124,100
1774,1774,0,124,100
1775,1775,0,124,100
1776,1776,0,124,100
1777,1777,0,124,100
1778,1778,0,124,100
1779,1779,0,124,100
1780,1780,0,124,100
1781,1781,0,124,100
1782,1782,0,124,100
1783,1783,0,124,100
1784,1784,0,124,100
1785,1785,0,124,100
1786,1786,0,124,100
1787,1787,0,124,100
1788,1788,0,124,100
1789,1789,0,124,100
1790,1790,0,124,100
1791,1791,0,124,100
1792,1792,0,124,100
1793,1793,0,124,100
1794,1794,0,124,100
1795,1795,0,124,100
1796,1796,0,124,100
1797,1797,0,124,100
1798,1798,0,124,100
1799,1799,0,124,100
1800,1800,0,124,100
1801,1801,0,124,100
1802,1802,0,124,100
1803,1803,0,124,100
1804,1804,0,124,100
1805,1805,0,124,100
1806,1806,0,124,100
1807,1807,0,124,100
1808,1808,0,124,100
1809,1809,0,124,100
1810,1810,0,124,100
1811,1811,0,124,100
1812,1812,0,124,100
1813,1813,0,124,100
1814,1814,0,124,100
1815,1815,0,124,100
1816,1816,0,124,100
1817,1817,0,124,100
1818,1818,0,124,100
1819,1819,0,124,100
1820,1820,0,124,100
1821,1821,0,124,100
1822,1822,0,124,100
1823,1823,0,124,100
1824,1824,0,124,100
1825,1825,0,124,100
1826,1826,0,124,100
1827,1827,0,124,100
1828,1828,0,124,100
1829,1829,0,124,100
1830,1830,0,124,100
1831,1831,0,124,100
1832,1832,0,124,100
1833,1833,0,124,100
1834,1834,0,124,100
1835,1835,0,124,100
1836,1836,0,124,100
1837,1837,0,124,100
1838,1838,0,124,100
1839,1839,0,124,100
1840,1840,0,124,100
1841,1841,0,124,100
1842,1842,0,124,100
1843,1843,0,124,100
1844,1844,0,124,100
1845,1845,0,124,100
1846,1846,0,124,100
1847,1847,0,124,100
1848,1848,0,124,100
1849,1849,0,124,100
1850,1850,0,124,100
1851,1851,0,124,100
1852,1852,0,124,100
1853,1853,0,124,100
1854,1854,0,124,100
1855,1855,0,124,100
1856,1856,0,124,100
1857,1857,0,124,100
1858,1858,0,124,100
1859,1859,0,124,100
1860,1860,0,124,100
1861,1861,0,124,100
1862,1862,0,124,100
1863,1863,0,124,100
1864,1864,0,124,100
1865,1865,0,124,100
1866,1866,0,124,100
1867,1867,0,124,100
1868,1868,0,124,100
1869,1869,0,124,100
1870,1870,0,124,100
1871,1871,0,124,100
1872,1872,0,124,100
1873,1873,0,124,100
1874,1874,0,124,100
1875,1875,0,124,100
1876,1876,0,124,100
1877,1877,0,124,100
1878,1878,0,124,100
1879,1879,0,124,100
1880,1880,0,124,100
1881,1881,0,124,100
1882,1882,0,124,100
1883,1883,0,124,100
1884,1884,0,124,100
1885,1885,0,124,100
1886,1886,0,124,100
1887,1887,0,124,100
1888,1888,0,124,100
1889,1889,0,124,100
1890,1890,0,124,100
1891,1891,0,124,100
1892,1892,0,124,100
1893,1893,0,124,100
1894,1894,0,124,100
1895,1895,0,124,100
1896,1896,0,124,100
1897,1897,0,124,100
1898,1898,0,124,100
1899,1899,0,124,100
1900,1900,0,124,100
1901,1901,0,124,100
1902,1902,0,124,100
1903,1903,0,124,100
1904,1904,0,124,100
1905,1905,0,124,100
1906,1906,0,124,100
1907,1907,0,124,100
1908,1908,0,124,100
1909,1909,0,124,100
1910,1910,0,124,100
1911,1911,0,124,100
1912,1912,0,124,100
1913,1913,0,124,100
1914,1914,0,124,100
1915,1915,0,124,100
1916,1916,0,124,100
1917,1917,0,124,100
1918,1918,0,124,100
1919,1919,0,124,100
1920,1920,0,124,100
1921,1921,0,124,100
1922,1922,0,124,100
1923,1923,0,124,100
1924,1924,0,124,100
1925,1925,0,124,100
1926,1926,0,124,100
1927,1927,0,124,100
1928,1928,0,124,100
1929,1929,0,124,100
1930,1930,0,124,100
1931,1931,0,124,100
1932,1932,0,124,100
1933,1933,0,124,100
1934,1934,0,124,100
1935,1935,0,124,100
1936,1936,0,124,100
1937,1937,0,124,100
1938,1938,0,124,100
1939,1939,0,124,100
1940,1940,0,124,100
1941,1941,0,124,100
1942,1942,0,124,100
1943,1943,0,124,100
1944,1944,0,124,100
1945,1945,0,124,100
1946,1946,0,124,100
1947,1947,0,124,100
1948,1948,0,124,100
1949,1949,0,124,100
1950,1950,0,124,100
1951,1951,0,124,100
1952,1952,0,124,100
1953,1953,0,124,100
1954,1954,0,124,100
1955,1955,0,124,100
1956,1956,0,124,100
1957,1957,0,124,100
1958,1958,0,124,100
1959,1959,0,124,100
1960,1960,0,124,100
1961,1961,0,124,100
1962,1962,0,124,100
1963,1963,0,124,100
1964,1964,0,124,100
1965,1965,0,124,100
1966,1966,0,124,100
1967,1967,0,124,100
1968,1968,0,124,100
1969,1969,0,124,100
1970,1970,0,124,100
1971,1971,0,124,100
1972,1972,0,124,100
1973,1973,0,124,100
1974,1974,0,124,100
1975,1975,0,124,100
1976,1976,0,124,100
1977,1977,0,124,100
1978,1978,0,124,100
1979,1979,0,124,100
1980,1980,0,124,100
1981,1981,0,124,100
1982,1982,0,124,100
1983,1983,0,124,100
1984,1984,0,124,100
1985,1985,0,124,100
1986,1986,0,124,100
1987,1987,0,124,100
1988,1988,0,124,100
1989,1989,0,124,100
1990,1990,0,124,100
1991,1991,0,124,100
1992,1992,0,124,100
1993,1993,0,124,100
1994,1994,0,124,100
1995,1995,0,124,100
1996,1996,0,124,100
1997,1997,0,124,100
1998,1998,0,124,100
1999,1999,0,124,100
2000,2000,0,124,100
2001,2001,0,124,100
2002,2002,0,124,100
2003,2003,0,124,100
2004,2004,0,124,100
2005,2005,0,124,100
2006,2006,0,124,100
2007,2007,0,124,100
2008,2008,0,124,100
2009,2009,0,124,100
2010,2010,0,124,100
2011,2011,0,124,100
2012,2012,0,124,100
2013,2013,0,124,100
2014,2014,0,124,100
2015,2015,0,124,100
2016,2016,0,124,100
2017,2017,0,124,100
2018,2018,0,124,100
2019,2019,0,124,100
2020,2020,0,124,100
2021,2021,0,124,100
2022,2022,0,124,100
2023,2023,0,124,100
2024,2024,0,124,100
2025,2025,0,124,100
2026,2026,0,124,100
2027,2027,0,124,100
2028,2028,0,124,100
2029,2029,0,124,100
2030,2030,0,124,100
2031,2031,0,124,100
2032,2032,0,124,100
2033,2033,0,124,100
2034,2034,0,124,100
2035,2035,0,124,100
2036,2036,0,124,100
2037,2037,0,124,100
2038,2038,0,124,100
2039,2039,0,124,100
2040,2040,0,124,100
2041,2041,0,124,100
2042,2042,0,124,100
2043,2043,0,124,100
2044,2044,0,124,100
2045,2045,0,124,100
2046,2046,0,124,100
2047,2047,0,124,100
